SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,CommonName,ScientificName,ReserveStatus,Reference,Mean_Density
31,AN,Anacapa Island,KH,Keyhole,2017,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0.055
31,AN,Anacapa Island,KH,Keyhole,2017,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0.0367
31,AN,Anacapa Island,KH,Keyhole,2017,"senorita, adult",Oxyjulis californica,Inside,FALSE,0.045
31,AN,Anacapa Island,KH,Keyhole,2017,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2017,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2017,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.0817
31,AN,Anacapa Island,KH,Keyhole,2018,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0183
31,AN,Anacapa Island,KH,Keyhole,2018,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0.01
31,AN,Anacapa Island,KH,Keyhole,2018,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"garibaldi, subadult",Hypsypops rubicundus,Inside,FALSE,0.0167
31,AN,Anacapa Island,KH,Keyhole,2018,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0.0217
31,AN,Anacapa Island,KH,Keyhole,2018,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"opaleye, adult",Girella nigricans,Inside,FALSE,0.0017
31,AN,Anacapa Island,KH,Keyhole,2018,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0.0283
31,AN,Anacapa Island,KH,Keyhole,2018,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0.0117
31,AN,Anacapa Island,KH,Keyhole,2018,"senorita, adult",Oxyjulis californica,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2018,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"black surfperch, adult",Embiotoca jacksoni,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"black surfperch, juvenile",Embiotoca jacksoni,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"blacksmith, adult",Chromis punctipinnis,Inside,FALSE,0.34
31,AN,Anacapa Island,KH,Keyhole,2019,"blacksmith, juvenile",Chromis punctipinnis,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"blue rockfish, adult",Sebastes mystinus,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"blue rockfish, juvenile",Sebastes mystinus,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"California sheephead, female",Semicossyphus pulcher,Inside,FALSE,0.0167
31,AN,Anacapa Island,KH,Keyhole,2019,"California sheephead, juvenile",Semicossyphus pulcher,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"California sheephead, male",Semicossyphus pulcher,Inside,FALSE,0.02
31,AN,Anacapa Island,KH,Keyhole,2019,"garibaldi, adult",Hypsypops rubicundus,Inside,FALSE,0.0017
31,AN,Anacapa Island,KH,Keyhole,2019,"garibaldi, juvenile",Hypsypops rubicundus,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"garibaldi, subadult",Hypsypops rubicundus,Inside,FALSE,0.0083
31,AN,Anacapa Island,KH,Keyhole,2019,"kelp bass, adult",Paralabrax clathratus,Inside,FALSE,0.0183
31,AN,Anacapa Island,KH,Keyhole,2019,"kelp bass, juvenile",Paralabrax clathratus,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"kelp rockfish, adult",Sebastes atrovirens,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"kelp rockfish, juvenile",Sebastes atrovirens,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"olive rockfish, adult",Sebastes serranoides,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"olive rockfish, juvenile",Sebastes serranoides,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"opaleye, adult",Girella nigricans,Inside,FALSE,0.025
31,AN,Anacapa Island,KH,Keyhole,2019,"opaleye, juvenile",Girella nigricans,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"pile perch, adult",Rhacochilus vacca,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"pile perch, juvenile",Rhacochilus vacca,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"rock wrasse, female",Halichoeres semicinctus,Inside,FALSE,0.01
31,AN,Anacapa Island,KH,Keyhole,2019,"rock wrasse, male",Halichoeres semicinctus,Inside,FALSE,0.0033
31,AN,Anacapa Island,KH,Keyhole,2019,"senorita, adult",Oxyjulis californica,Inside,FALSE,0.0067
31,AN,Anacapa Island,KH,Keyhole,2019,"senorita, juvenile",Oxyjulis californica,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"striped surfperch, adult",Embiotoca lateralis,Inside,FALSE,0
31,AN,Anacapa Island,KH,Keyhole,2019,"striped surfperch, juvenile",Embiotoca lateralis,Inside,FALSE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0.1533
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0033
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"opaleye, adult",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"senorita, adult",Oxyjulis californica,Outside,TRUE,0.005
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2005,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0.0033
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0.01
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0117
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"opaleye, adult",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"senorita, adult",Oxyjulis californica,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2006,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0.0467
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"opaleye, adult",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0.0033
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"senorita, adult",Oxyjulis californica,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2007,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0.0317
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0067
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"opaleye, adult",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0.005
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"senorita, adult",Oxyjulis californica,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2008,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0.005
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0.3067
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0117
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0.0033
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"opaleye, adult",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0.0033
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"senorita, adult",Oxyjulis californica,Outside,TRUE,0.0067
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2009,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"blue rockfish, juvenile",Sebastes mystinus,Outside,TRUE,0.1433
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"California sheephead, female",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"California sheephead, juvenile",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"California sheephead, male",Semicossyphus pulcher,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"garibaldi, adult",Hypsypops rubicundus,Outside,TRUE,0.0033
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"garibaldi, juvenile",Hypsypops rubicundus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"kelp bass, adult",Paralabrax clathratus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"kelp bass, juvenile",Paralabrax clathratus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"kelp rockfish, adult",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"kelp rockfish, juvenile",Sebastes atrovirens,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"olive rockfish, adult",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"olive rockfish, juvenile",Sebastes serranoides,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"opaleye, adult",Girella nigricans,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"opaleye, juvenile",Girella nigricans,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"pile perch, adult",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"pile perch, juvenile",Rhacochilus vacca,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"rock wrasse, female",Halichoeres semicinctus,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"rock wrasse, male",Halichoeres semicinctus,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"senorita, adult",Oxyjulis californica,Outside,TRUE,0.0017
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"senorita, juvenile",Oxyjulis californica,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"striped surfperch, adult",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2010,"striped surfperch, juvenile",Embiotoca lateralis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2011,"black surfperch, adult",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2011,"black surfperch, juvenile",Embiotoca jacksoni,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2011,"blacksmith, adult",Chromis punctipinnis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2011,"blacksmith, juvenile",Chromis punctipinnis,Outside,TRUE,0
32,AN,Anacapa Island,EFC,East Fish Camp,2011,"blue rockfish, adult",Sebastes mystinus,Outside,TRUE,0
