word,n,Year
channel islands national,30,2006
fish count santa,30,2006
moderately abundant with,30,2006
most of the,30,2006
none were observed,30,2006
size frequency measurements,30,2006
the main transect,30,2006
were observed in,30,2006
a a s,29,2006
a s s,29,2006
b b b,29,2006
c c n,29,2006
c n n,29,2006
location s s,29,2006
monitoring stations sites,29,2006
n b b,29,2006
n n b,29,2006
none observed on,29,2006
r r c,29,2006
s a a,29,2006
were observed at,29,2006
with none observed,29,2006
a c l,28,2006
all data were,28,2006
and all data,28,2006
and retrieved and,28,2006
black sea bass,28,2006
data were downloaded,28,2006
deployed and retrieved,28,2006
dominated by strongylocentrotus,28,2006
from last year,28,2006
logger was deployed,28,2006
lytechinus anamesus were,28,2006
m species mean,28,2006
observed with wasting,28,2006
per m species,28,2006
recorded at this,28,2006
retrieved and all,28,2006
semicossyphus pulcher were,28,2006
strongylocentrotus franciscanus strongylocentrotus,28,2006
temperature logger was,28,2006
the temperature logger,28,2006
urchin wasting disease,28,2006
was deployed and,28,2006
were downloaded successfully,28,2006
adult and juvenile,27,2006
franciscanus strongylocentrotus purpuratus,27,2006
is one of,27,2006
of the bottom,27,2006
on quadrats and,27,2006
this is one,27,2006
visual fish transects,27,2006
was similar to,27,2006
were observed two,27,2006
californica size frequency,26,2006
distributions anacapa island,26,2006
embiotoca jacksoni were,26,2006
for a density,26,2006
frequency distributions anacapa,26,2006
m respectively and,26,2006
pisaster giganteus were,26,2006
pulcher were observed,26,2006
recruitment modules size,26,2006
sea star wasting,26,2006
star wasting disease,26,2006
to other sites,26,2006
were common at,26,2006
were conducted on,26,2006
were the most,26,2006
by strongylocentrotus purpuratus,25,2006
by ucsb pisco,25,2006
chromis punctipinnis were,25,2006
chrysomelas black and,25,2006
conducted by ucsb,25,2006
fish counts were,25,2006
fish transects including,25,2006
gorgonian stylaster californica,25,2006
including size is,25,2006
is conducted by,25,2006
islands national park,25,2006
meter quadrat data,25,2006
most abundant fish,25,2006
observed roving diver,25,2006
observed this year,25,2006
of the s,25,2006
patiria miniata were,25,2006
purpuratus and s,25,2006
relatively high for,25,2006
rockfish was observed,25,2006
sea urchin wasting,25,2006
similar to other,25,2006
sites where visual,25,2006
size is conducted,25,2006
stylaster californica size,25,2006
the pisco fish,25,2006
transects including size,25,2006
where visual fish,25,2006
abundant and diverse,24,2006
and s franciscanus,24,2006
coryphopterus nicholsii were,24,2006
downloaded successfully location,24,2006
fish sampling method,24,2006
fish transect data,24,2006
high for this,24,2006
last year and,24,2006
low for this,24,2006
modules size frequency,24,2006
name date black,24,2006
observed two adult,24,2006
oxyjulis californica were,24,2006
pisco fish sampling,24,2006
pisco the pisco,24,2006
quadrats with densities,24,2006
rhacochilus vacca were,24,2006
sebastes chrysomelas black,24,2006
strongylocentrotus franciscanus density,24,2006
strongylocentrotus purpuratus and,24,2006
ucsb pisco the,24,2006
were found for,24,2006
counts were conducted,23,2006
for size frequency,23,2006
m and up,23,2006
this site since,23,2006
were relatively abundant,23,2006
bare substrate cover,22,2006
date mean std,22,2006
distributions santa rosa,22,2006
island johnson's lee,22,2006
m date mean,22,2006
n santa cruz,22,2006
no sea star,22,2006
number per transect,22,2006
parastichopus parvimensis density,22,2006
patiria miniata density,22,2006
rosa island johnson's,22,2006
the past two,22,2006
the roving diver,22,2006
warm water event,22,2006
wasting disease on,22,2006
were counted on,22,2006
and had a,21,2006
and none were,21,2006
centrostephanus coronatus were,21,2006
east fish camp,21,2006
kelletia kelletii were,21,2006
one adult sebastes,21,2006
past two years,21,2006
quadrat data mean,21,2006
random point contact,21,2006
sea bass reef,21,2006
sebastes serriceps were,21,2006
similar to previous,21,2006
this site and,21,2006
to previous years,21,2006
up to eight,21,2006
all of the,20,2006
continued to be,20,2006
coralline algae were,20,2006
directly along the,20,2006
hypsypops rubicundus were,20,2006
last year miscellaneous,20,2006
observed chromis punctipinnis,20,2006
on top of,20,2006
rare with a,20,2006
sampling method were,20,2006
sebastes atrovirens were,20,2006
since monitoring began,20,2006
strongylocentrotus spp were,20,2006
surfperch were observed,20,2006
the transect and,20,2006
this site at,20,2006
were abundant and,20,2006
arms this year,19,2006
californica were common,19,2006
chilensis heights lophogorgia,19,2006
common on the,19,2006
cypraea spadicea density,19,2006
density remained low,19,2006
end of the,19,2006
girella nigricans were,19,2006
halichoeres semicinctus were,19,2006
heights lophogorgia chilensis,19,2006
lophogorgia chilensis heights,19,2006
lophogorgia chilensis widths,19,2006
lower than last,19,2006
moderately abundant at,19,2006
observed at the,19,2006
of the sites,19,2006
point contact data,19,2006
relatively low for,19,2006
strongylocentrotus purpuratus density,19,2006
substrate cover was,19,2006
than the past,19,2006
up to five,19,2006
was present at,19,2006
1m holdfast diameters,18,2006
1m number of,18,2006
abundant fish with,18,2006
ad 1m holdfast,18,2006
ad 1m number,18,2006
and strongylocentrotus franciscanus,18,2006
cover excluding ophiothrix,18,2006
date black and,18,2006
for this species,18,2006
mean percent cover,18,2006
number of stipes,18,2006
of stipes macrocystis,18,2006
ophiothrix spiculata was,18,2006
paralabrax clathratus were,18,2006
pisaster giganteus strongylocentrotus,18,2006
purpuratus and strongylocentrotus,18,2006
rare with none,18,2006
remained similar to,18,2006
s franciscanus were,18,2006
serriceps were observed,18,2006
stipes macrocystis pyrifera,18,2006
up to three,18,2006
was observed roving,18,2006
were common and,18,2006
abundant in the,17,2006
algae were present,17,2006
along the main,17,2006
and no juveniles,17,2006
californica were observed,17,2006
californiensis halfmoon were,17,2006
contact data mean,17,2006
count was conducted,17,2006
cover species mean,17,2006
crassadoma giganteum density,17,2006
crenulata max size,17,2006
data mean percent,17,2006
density remained high,17,2006
fish count was,17,2006
fish with up,17,2006
lythrypnus dalli were,17,2006
male semicossyphus pulcher,17,2006
mean size was,17,2006
medialuna californiensis halfmoon,17,2006
megathura crenulata max,17,2006
megathura crenulata were,17,2006
no sea urchin,17,2006
other sites this,17,2006
percent cover species,17,2006
present with a,17,2006
purpuratus tethya aurantia,17,2006
s purpuratus were,17,2006
sculpin was observed,17,2006
sebastes mystinus were,17,2006
site similar to,17,2006
strongylocentrotus purpuratus tethya,17,2006
tethya aurantia were,17,2006
the arms this,17,2006
the kelp forest,17,2006
the most common,17,2006
there was a,17,2006
was observed on,17,2006
was observed two,17,2006
were common in,17,2006
adult and one,16,2006
alloclinus holderi were,16,2006
aplysia californica were,16,2006
coralline algae cover,16,2006
count santa cruz,16,2006
dalli were observed,16,2006
gull island south,16,2006
highest recorded at,16,2006
in this category,16,2006
jacksoni were observed,16,2006
last year the,16,2006
last year with,16,2006
many of the,16,2006
megastraea undosa were,16,2006
not observed on,16,2006
observed on rpc’s,16,2006
observed one sebastes,16,2006
observed similar to,16,2006
past several years,16,2006
remained high at,16,2006
remained low at,16,2006
s franciscanus and,16,2006
scorpaenichthys marmoratus cabezon,16,2006
strongylocentrotus franciscanus and,16,2006
the low lying,16,2006
the past several,16,2006
this site with,16,2006
this year and,16,2006
transect with a,16,2006
was conducted on,16,2006
was observed at,16,2006
yellow rockfish were,16,2006
a a m,15,2006
a m p,15,2006
size frequency distributions,235,2007
roving diver fish,225,2007
santa cruz island,218,2007
to last year,187,2007
similar to last,186,2007
a density of,176,2007
diver fish count,157,2007
with up to,150,2007
number of arms,145,2007
mean std dev,140,2007
std dev n,140,2007
observed up to,137,2007
abundance common name,123,2007
abundance stdev abundance,123,2007
avg abundance stdev,123,2007
avg count stdev,123,2007
avg score stdev,123,2007
common name date,123,2007
count stdev count,123,2007
date avg score,123,2007
maximum of observers,123,2007
name date avg,123,2007
observations avg abundance,123,2007
observers of observations,123,2007
of observations avg,123,2007
of observers of,123,2007
score avg count,123,2007
score stdev score,123,2007
stdev abundance common,123,2007
stdev score avg,123,2007
santa rosa island,122,2007
natural habitat size,118,2007
habitat size frequency,117,2007
with a density,117,2007
at this site,114,2007
data mean number,107,2007
mean number per,107,2007
frequency distributions continued,105,2007
species mean std,102,2007
similar to past,101,2007
to past years,100,2007
santa barbara island,97,2007
m continued species,96,2007
to recent years,95,2007
a cover of,94,2007
similar to recent,92,2007
continued maximum of,91,2007
continued species mean,91,2007
were common with,91,2007
fish count santa,90,2007
frequency distributions santa,83,2007
m similar to,80,2007
macrocystis pyrifera ad,77,2007
pyrifera ad 1m,77,2007
were observed up,77,2007
were observed on,76,2007
were observed one,72,2007
with a cover,68,2007
diver fish counts,67,2007
transect data mean,67,2007
encrusting coralline algae,65,2007
distributions continued santa,64,2007
miscellaneous red algae,64,2007
algae cover was,63,2007
at the site,62,2007
number per m,62,2007
miscellaneous brown algae,59,2007
observed on rpcs,59,2007
annual species list,58,2007
appendix l annual,58,2007
articulated coralline algae,58,2007
black and yellow,58,2007
kelp forest monitoring,58,2007
l annual species,58,2007
per m continued,58,2007
anar anlc pp,57,2007
anlc pp prf,57,2007
efc species site,57,2007
kh efc species,57,2007
location anar anlc,57,2007
pp prf kh,57,2007
prf kh efc,57,2007
continued location anar,56,2007
list continued location,56,2007
max width cm,56,2007
min width cm,56,2007
species list continued,56,2007
and yellow rockfish,55,2007
artificial recruitment modules,55,2007
of the transect,55,2007
and up to,54,2007
san miguel island,52,2007
wasting disease was,52,2007
count santa cruz,51,2007
mature kelp forest,51,2007
was similar to,50,2007
in the arms,49,2007
recruitment modules size,49,2007
were rare with,49,2007
common with up,48,2007
m and up,48,2007
fish transect data,47,2007
modules size frequency,47,2007
disease was observed,46,2007
were not observed,46,2007
abundant with up,45,2007
along the transect,45,2007
date mean std,45,2007
number per transect,45,2007
sebastes serranoides juvenile,45,2007
species date mean,45,2007
were abundant with,45,2007
were moderately abundant,45,2007
bass calico bass,44,2007
black surfperch adult,44,2007
black surfperch all,44,2007
black surfperch juvenile,44,2007
blue banded goby,44,2007
blue rockfish adult,44,2007
blue rockfish all,44,2007
blue rockfish juvenile,44,2007
calico bass all,44,2007
california sheephead male,44,2007
chromis punctipinnis adult,44,2007
chromis punctipinnis juvenile,44,2007
continued species date,44,2007
damalichthys vacca adult,44,2007
damalichthys vacca juvenile,44,2007
embiotoca jacksoni adult,44,2007
embiotoca jacksoni juvenile,44,2007
embiotoca lateralis adult,44,2007
embiotoca lateralis juvenile,44,2007
from last year,44,2007
girella nigricans adult,44,2007
girella nigricans juvenile,44,2007
halichoeres semicinctus male,44,2007
hypsypops rubicundus adult,44,2007
hypsypops rubicundus juvenile,44,2007
kelp bass adult,44,2007
kelp bass calico,44,2007
kelp bass juvenile,44,2007
kelp rockfish adult,44,2007
kelp rockfish juvenile,44,2007
olive rockfish adult,44,2007
olive rockfish all,44,2007
olive yellowtail rockfish,44,2007
oxyjulis californica adult,44,2007
oxyjulis californica juvenile,44,2007
paralabrax clathratus adult,44,2007
paralabrax clathratus juvenile,44,2007
pile surfperch adult,44,2007
pile surfperch all,44,2007
pile surfperch juvenile,44,2007
rock wrasse female,44,2007
rock wrasse male,44,2007
sebastes atrovirens adult,44,2007
sebastes atrovirens juvenile,44,2007
sebastes mystinus adult,44,2007
sebastes mystinus juvenile,44,2007
sebastes serranoides adult,44,2007
semicossyphus pulcher female,44,2007
semicossyphus pulcher juvenile,44,2007
semicossyphus pulcher male,44,2007
striped surfperch adult,44,2007
striped surfperch all,44,2007
striped surfperch juvenile,44,2007
californica size frequency,43,2007
halichoeres semicinctus female,43,2007
kelp rockfish all,43,2007
random point contact,43,2007
common with a,42,2007
continued santa cruz,42,2007
gorgonian stylaster californica,42,2007
macrocystis pyrifera adult,42,2007
point contact data,42,2007
stylaster californica size,42,2007
with densities of,42,2007
m quadrats and,41,2007
not observed on,41,2007
contact data mean,40,2007
data mean percent,40,2007
for size frequencies,40,2007
last year at,40,2007
macrocystis pyrifera subadult,40,2007
mean percent cover,40,2007
quadrat data mean,40,2007
abundant with a,39,2007
cover continued species,39,2007
distributions santa cruz,39,2007
percent cover continued,39,2007
the roving diver,39,2007
rock wrasse juvenile,38,2007
fish size frequency,37,2007
island johnson's lee,37,2007
mean size of,37,2007
rockfish were observed,37,2007
rosa island johnson's,37,2007
invertebrates excl ophiothrix,36,2007
miscellaneous invertebrates excl,36,2007
purpuratus and s,36,2007
were observed at,36,2007
dominated by strongylocentrotus,35,2007
macrocystis pyrifera stipes,35,2007
temperature loggers were,35,2007
chilensis heights lophogorgia,34,2007
continued anacapa island,34,2007
distributions continued anacapa,34,2007
eisenia arborea adult,34,2007
heights lophogorgia chilensis,34,2007
laminaria farlowii juvenile,34,2007
lophogorgia chilensis heights,34,2007
lophogorgia chilensis widths,34,2007
macrocystis pyrifera juvenile,34,2007
max height cm,34,2007
min height cm,34,2007
none were observed,34,2007
observed at the,34,2007
pterygophora californica adult,34,2007
s purpuratus and,34,2007
eisenia arborea all,33,2007
eisenia arborea juvenile,33,2007
for this site,33,2007
laminaria farlowii adult,33,2007
laminaria farlowii all,33,2007
loggers were recording,33,2007
macrocystis pyrifera all,33,2007
miscellaneous plants ie,33,2007
on band transects,33,2007
plants ie diatoms,33,2007
pterygophora californica all,33,2007
pterygophora californica juvenile,33,2007
pyrifera juvenile 1m,33,2007
pyrifera stipes for,33,2007
with a mean,33,2007
and deployed and,32,2007
and one juvenile,32,2007
loggers were retrieved,32,2007
of the sites,32,2007
rare with a,32,2007
retrieved and deployed,32,2007
than last year,32,2007
the temperature loggers,32,2007
were common at,32,2007
were recording within,32,2007
were retrieved and,32,2007
by s purpuratus,31,2007
fish counts were,31,2007
of each other,31,2007
semicossyphus pulcher were,31,2007
urchin wasting disease,31,2007
within factory specifications,31,2007
a mean size,30,2007
both loggers were,30,2007
coralline algae cover,30,2007
deployed and all,30,2007
factory specifications of,30,2007
one of the,30,2007
recording within factory,30,2007
specifications of each,30,2007
temperature data were,30,2007
bare substrate cover,29,2007
excluding ophiothrix spiculata,29,2007
m respectively and,29,2007
pulcher were observed,29,2007
the most abundant,29,2007
the sites where,29,2007
all temperature data,28,2007
and all temperature,28,2007
californica cover was,28,2007
chromis punctipinnis were,28,2007
data were downloaded,28,2007
dev n santa,28,2007
observed in the,28,2007
sea urchin wasting,28,2007
were downloaded successfully,28,2007
were observed during,28,2007
were observed no,28,2007
count anacapa island,27,2007
counts were conducted,27,2007
crassedoma giganteum density,27,2007
dominated by s,27,2007
downloaded successfully both,27,2007
east fish camp,27,2007
fish count anacapa,27,2007
is one of,27,2007
parastichopus parvimensis density,27,2007
pisaster giganteus were,27,2007
sea star wasting,27,2007
star wasting disease,27,2007
successfully both loggers,27,2007
up to three,27,2007
and s purpuratus,26,2007
distributions santa rosa,26,2007
end of the,26,2007
invertebrates excluding ophiothrix,26,2007
miscellaneous invertebrates excluding,26,2007
moderately abundant with,26,2007
observed one adult,26,2007
pisco conducted fish,26,2007
pisco fish sampling,26,2007
the pisco fish,26,2007
this is one,26,2007
was observed one,26,2007
at a density,25,2007
by strongylocentrotus purpuratus,25,2007
conducted fish counts,25,2007
distributions anacapa island,25,2007
fish counts in,25,2007
fish sampling protocol,25,2007
frequency distributions anacapa,25,2007
gull island south,25,2007
halichoeres semicinctus were,25,2007
lytechinus anamesus were,25,2007
macrocystis pyrifera size,25,2007
pyrifera size frequency,25,2007
sampling protocol was,25,2007
sites where ucsb,25,2007
ucsb pisco conducted,25,2007
was conducted on,25,2007
were conducted on,25,2007
were rare at,25,2007
where ucsb pisco,25,2007
band transect data,24,2007
californica were common,24,2007
channel islands national,24,2007
chrysomelas black and,24,2007
counts are reported,24,2007
cruz island fry's,24,2007
cypraea spadicea density,24,2007
found for size,24,2007
franciscanus strongylocentrotus purpuratus,24,2007
gopher copper rockfish,24,2007
island fry's harbor,24,2007
m quadrats with,24,2007
no sea star,24,2007
observed roving diver,24,2007
observed similar to,24,2007
oxylebius pictus were,24,2007
paralabrax clathratus were,24,2007
patiria miniata density,24,2007
sebastes chrysomelas black,24,2007
strongylocentrotus franciscanus density,24,2007
strongylocentrotus franciscanus strongylocentrotus,24,2007
adult and one,23,2007
and juvenile densities,23,2007
as last year,23,2007
black sea bass,23,2007
for a density,23,2007
giganteum density was,23,2007
hypsypops rubicundus were,23,2007
quadrats with densities,23,2007
remained low at,23,2007
sebastes atrovirens were,23,2007
spp were observed,23,2007
up to five,23,2007
up to four,23,2007
1m holdfast diameters,22,2007
1m number of,22,2007
ad 1m holdfast,22,2007
ad 1m number,22,2007
anacapa island admiral's,22,2007
and s franciscanus,22,2007
cruz island gull,22,2007
girella nigricans were,22,2007
island admiral's reef,22,2007
island gull island,22,2007
megathura crenulata were,22,2007
number of stipes,22,2007
of stipes macrocystis,22,2007
oxyjulis californica were,22,2007
protocol was conducted,22,2007
semicinctus were observed,22,2007
stipes macrocystis pyrifera,22,2007
the fish count,22,2007
up to six,22,2007
and no juveniles,21,2007
continued to be,21,2007
count santa rosa,21,2007
franciscanus and s,21,2007
island scorpion anchorage,21,2007
islands national park,21,2007
johnson's lee north,21,2007
observed during the,21,2007
parvimensis density was,21,2007
pycnopodia helianthoides were,21,2007
red algae cover,21,2007
remained similar to,21,2007
sea bass reef,21,2007
sebastes serriceps were,21,2007
spadicea density was,21,2007
stdev count black,21,2007
adult and juvenile,20,2007
adults and no,20,2007
cruz island scorpion,20,2007
cruz island yellow,20,2007
density remained low,20,2007
devil's peak member,20,2007
embiotoca jacksoni were,20,2007
island yellow banks,20,2007
johnson's lee south,20,2007
male semicossyphus pulcher,20,2007
observed on band,20,2007
observed on the,20,2007
ophiothrix spiculata were,20,2007
strongylocentrotus purpuratus and,20,2007
than ten centimeters,20,2007
this site with,20,2007
were observed two,20,2007
anacapa island landing,19,2007
anacapa island lighthouse,19,2007
atrovirens were observed,19,2007
corynactis californica cover,19,2007
cruz island pelican,19,2007
during the fish,19,2007
island landing cove,19,2007
island pelican bay,19,2007
most abundant fish,19,2007
nigricans were observed,19,2007
one juvenile sebastes,19,2007
patiria miniata were,19,2007
serriceps were observed,19,2007
size frequency measurements,19,2007
strongylocentrotus franciscanus and,19,2007
strongylocentrotus purpuratus density,19,2007
surfperch were observed,19,2007
the transect with,19,2007
up to seven,19,2007
were counted on,19,2007
were observed in,19,2007
yellow rockfish were,19,2007
anacapa island east,18,2007
californica heights muricea,18,2007
consisted mostly of,18,2007
coralline algae were,18,2007
count santa barbara,18,2007
cruz island cavern,18,2007
cruz island little,18,2007
cruz island potato,18,2007
distributions santa barbara,18,2007
heights muricea californica,18,2007
island cavern point,18,2007
island east fish,18,2007
island little scorpion,18,2007
island potato pasture,18,2007
juveniles observed up,18,2007
last year and,18,2007
last year but,18,2007
medialuna californiensis halfmoon,18,2007
muricea californica heights,18,2007
muricea californica widths,18,2007
of filamentous diatoms,18,2007
purpuratus tethya aurantia,18,2007
remained high at,18,2007
rhacochilus vacca were,18,2007
same as last,18,2007
site similar to,18,2007
strongylocentrotus purpuratus tethya,18,2007
substrate cover was,18,2007
the highest recorded,18,2007
toxotes rubberlip surfperch,18,2007
up to two,18,2007
was observed up,18,2007
were observed but,18,2007
were observed similar,18,2007
were the most,18,2007
but none were,17,2007
centrostephanus coronatus were,17,2007
continued lophogorgia chilensis,17,2007
coryphopterus nicholsii were,17,2007
count black and,17,2007
cover increased to,17,2007
cruz island devil's,17,2007
cruz island pedro,17,2007
green algae cover,17,2007
island devil's peak,17,2007
island pedro reef,17,2007
kelletia kelletii density,17,2007
rhacochilus toxotes rubberlip,17,2007
s franciscanus and,17,2007
sea lion rookery,17,2007
the most common,17,2007
this site was,17,2007
transect with a,17,2007
up to nine,17,2007
were present at,17,2007
were relatively abundant,17,2007
were similar to,17,2007
anacapa island cathedral,16,2007
and cover was,16,2007
californica were observed,16,2007
californiensis halfmoon were,16,2007
conducted on september,16,2007
continued santa rosa,16,2007
embiotoca lateralis were,16,2007
excl ophiothrix spiculata,16,2007
giganteus strongylocentrotus franciscanus,16,2007
island cathedral cove,16,2007
juvenile sebastes serriceps,16,2007
kelletia kelletii were,16,2007
last year with,16,2007
a density of,288,2008
to last year,215,2008
similar to last,211,2008
with up to,189,2008
roving diver fish,146,2008
at a density,137,2008
santa cruz island,130,2008
a cover of,129,2008
at this site,118,2008
size frequency distributions,117,2008
with a density,114,2008
similar to recent,111,2008
to recent years,111,2008
similar to past,108,2008
to past years,108,2008
macrocystis pyrifera adult,107,2008
were common with,103,2008
from last year,102,2008
avg st dev,99,2008
were present at,99,2008
diver fish count,96,2008
m similar to,96,2008
observed up to,96,2008
number of arms,91,2008
santa rosa island,91,2008
with a cover,90,2008
santa barbara island,85,2008
were present with,85,2008
recorded during sampling,81,2008
common with up,70,2008
frequency distributions santa,69,2008
dev avg st,66,2008
habitat size frequency,66,2008
natural habitat size,66,2008
st dev avg,66,2008
mean std dev,65,2008
similar to previous,65,2008
std dev n,65,2008
to previous years,65,2008
were observed at,63,2008
the roving diver,59,2008
were rare with,59,2008
present at a,57,2008
the highest recorded,57,2008
black and yellow,54,2008
in the arms,52,2008
were observed one,52,2008
wasting disease was,51,2008
were recorded during,51,2008
and yellow rockfish,50,2008
dominated by strongylocentrotus,50,2008
recorded at this,50,2008
data mean number,49,2008
disease was observed,49,2008
diver fish counts,49,2008
during the roving,49,2008
last year at,49,2008
mature kelp forest,49,2008
mean number per,49,2008
species mean std,48,2008
kelp forest monitoring,47,2008
were observed up,46,2008
abundant with a,45,2008
were abundant with,45,2008
dev n santa,43,2008
were rare at,41,2008
mean size of,40,2008
observed during the,40,2008
pyrifera adult 1m,40,2008
were moderately abundant,40,2008
at the site,39,2008
were common at,39,2008
and no juveniles,38,2008
present with up,38,2008
adults and no,37,2008
fish counts were,37,2008
remained similar to,37,2008
san miguel island,37,2008
the most abundant,37,2008
were observed on,37,2008
a decrease from,36,2008
eisenia arborea adult,36,2008
increase from last,36,2008
miscellaneous red algae,36,2008
temperature loggers were,36,2008
california sheephead female,35,2008
distributions santa cruz,35,2008
encrusting coralline algae,35,2008
observed similar to,35,2008
rhacochilus vacca adult,35,2008
sebastes mystinus juvenile,35,2008
was similar to,35,2008
a mean size,34,2008
channel islands national,34,2008
chromis punctipinnis adult,34,2008
chromis punctipinnis juvenile,34,2008
decrease from last,34,2008
embiotoca jacksoni adult,34,2008
embiotoca jacksoni juvenile,34,2008
embiotoca lateralis adult,34,2008
embiotoca lateralis juvenile,34,2008
girella nigricans adult,34,2008
girella nigricans juvenile,34,2008
halichoeres semicinctus female,34,2008
halichoeres semicinctus male,34,2008
hypsypops rubicundus adult,34,2008
hypsypops rubicundus juvenile,34,2008
oxyjulis californica adult,34,2008
oxyjulis californica juvenile,34,2008
paralabrax clathratus adult,34,2008
paralabrax clathratus juvenile,34,2008
pterygophora californica adult,34,2008
rhacochilus vacca juvenile,34,2008
sebastes atrovirens adult,34,2008
sebastes atrovirens juvenile,34,2008
sebastes mystinus adult,34,2008
sebastes serranoides adult,34,2008
sebastes serranoides juvenile,34,2008
semicossyphus pulcher female,34,2008
semicossyphus pulcher juvenile,34,2008
semicossyphus pulcher male,34,2008
abundance count common,33,2008
along the transect,33,2008
an increase from,33,2008
and up to,33,2008
common name date,33,2008
count common name,33,2008
date observers observations,33,2008
eisenia arborea juvenile,33,2008
excluding ophiothrix spiculata,33,2008
for plants 1m,33,2008
i.e diatom film,33,2008
invertebrates excluding ophiothrix,33,2008
invertebrates w o,33,2008
laminaria farlowii adult,33,2008
laminaria farlowii juvenile,33,2008
m quadrats and,33,2008
macrocystis pyrifera juvenile,33,2008
macrocystis pyrifera stipes,33,2008
macrocystis pyrifera subadult,33,2008
max of of,33,2008
misc plant i.e,33,2008
miscellaneous invertebrates excluding,33,2008
miscellaneous invertebrates w,33,2008
name date observers,33,2008
o ophiothrix spiculata,33,2008
observations avg st,33,2008
observers observations avg,33,2008
of of score,33,2008
of score abundance,33,2008
ophiothrix spiculata cover,33,2008
other brown algae,33,2008
plant i.e diatom,33,2008
pterygophora californica juvenile,33,2008
pyrifera juvenile juvenile,33,2008
pyrifera stipes for,33,2008
rare with a,33,2008
score abundance count,33,2008
stipes for plants,33,2008
the temperature loggers,33,2008
w o ophiothrix,33,2008
loggers were retrieved,32,2008
oxylebius pictus were,32,2008
retrieved and deployed,32,2008
sea star wasting,32,2008
semicossyphus pulcher were,32,2008
star wasting disease,32,2008
were not recorded,32,2008
were retrieved and,32,2008
abundant with up,31,2008
chromis punctipinnis were,31,2008
counts were conducted,31,2008
megathura crenulata were,31,2008
no juveniles observed,31,2008
of the transect,31,2008
temperature data were,31,2008
was recorded at,31,2008
with densities of,31,2008
and deployed and,30,2008
and one juvenile,30,2008
m and up,30,2008
miscellaneous brown algae,30,2008
were not observed,30,2008
algae cover was,29,2008
black surfperch adult,29,2008
black surfperch all,29,2008
data were downloaded,29,2008
deployed and all,29,2008
highest recorded at,29,2008
islands national park,29,2008
urchin wasting disease,29,2008
were downloaded successfully,29,2008
were recorded at,29,2008
all temperature data,28,2008
and all temperature,28,2008
common with a,28,2008
last year to,28,2008
not recorded during,28,2008
sea urchin wasting,28,2008
transect data mean,28,2008
were conducted on,28,2008
cover increased to,27,2008
distributions anacapa island,27,2008
frequency distributions anacapa,27,2008
from last year’s,27,2008
kelp bass adult,27,2008
kelp bass all,27,2008
kelp rockfish adult,27,2008
kelp rockfish all,27,2008
m2 similar to,27,2008
were observed with,27,2008
articulated coralline algae,26,2008
by strongylocentrotus spp,26,2008
coralline algae cover,26,2008
coralline algae were,26,2008
pile perch adult,26,2008
pile perch all,26,2008
pulcher were observed,26,2008
rockfish was observed,26,2008
the lowest recorded,26,2008
was observed one,26,2008
bare substrate cover,25,2008
black sea bass,25,2008
chrysomelas black and,25,2008
decreased from last,25,2008
halichoeres semicinctus were,25,2008
last year with,25,2008
lytechinus anamesus were,25,2008
no sea star,25,2008
observed one adult,25,2008
pisaster giganteus were,25,2008
sebastes atrovirens were,25,2008
sebastes chrysomelas black,25,2008
sebastes serriceps were,25,2008
strongylocentrotus franciscanus density,25,2008
tethya aurantia were,25,2008
yellow rockfish adult,25,2008
coryphopterus nicholsii were,24,2008
embiotoca jacksoni were,24,2008
girella nigricans were,24,2008
in this category,24,2008
island johnson's lee,24,2008
kelletia kelletii were,24,2008
rhacochilus vacca were,24,2008
rockfish were observed,24,2008
rosa island johnson's,24,2008
semicinctus were observed,24,2008
st dev black,24,2008
the highest density,24,2008
were observed during,24,2008
were observed no,24,2008
artificial recruitment modules,23,2008
centrostephanus coronatus were,23,2008
fish count santa,23,2008
hypsypops rubicundus were,23,2008
observed one sebastes,23,2008
paralabrax clathratus were,23,2008
pycnopodia helianthoides were,23,2008
were the most,23,2008
arm similar to,22,2008
california sheephead male,22,2008
continued to be,22,2008
highest density recorded,22,2008
highest recorded since,22,2008
m quadrats with,22,2008
one juvenile sebastes,22,2008
oxyjulis californica were,22,2008
present with a,22,2008
were abundant at,22,2008
were present in,22,2008
and had a,21,2008
aplysia californica were,21,2008
distributions santa rosa,21,2008
in recent years,21,2008
m quadrat data,21,2008
most abundant fish,21,2008
number per m2,21,2008
observed on rpcs,21,2008
quadrat data mean,21,2008
quadrats with densities,21,2008
sites similar to,21,2008
tegula regina were,21,2008
than last year,21,2008
1m macrocystis pyrifera,20,2008
1m number of,20,2008
adult 1m macrocystis,20,2008
adult 1m number,20,2008
by strongylocentrotus purpuratus,20,2008
californica were observed,20,2008
crassedoma giganteum were,20,2008
cypraea spadicea were,20,2008
for size frequencies,20,2008
for this site,20,2008
no juvenile and,20,2008
number of stipes,20,2008
of stipes holdfast,20,2008
on band transects,20,2008
one adult sebastes,20,2008
patiria miniata were,20,2008
spp were observed,20,2008
stipes holdfast diameter,20,2008
strongylocentrotus purpuratus density,20,2008
up to five,20,2008
at a cover,19,2008
density increased to,19,2008
dev black and,19,2008
female no juvenile,19,2008
fish transect data,19,2008
last year and,19,2008
m the highest,19,2008
no sea urchin,19,2008
observed roving diver,19,2008
olive rockfish all,19,2008
random point contact,19,2008
range of sizes,19,2008
