SiteNumber,IslandCode,IslandName,SiteCode,SiteName,SurveyYear,Species,ScientificName,CommonName,ReserveStatus,Reference,Date,Area_Surveyed,Total_Count,Percent_Cover,SD,SE
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,6003,Corynactis californicus,club-tipped anemone,Outside,TRUE,2015-07-15,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,6004,Balanophyllia elegans,orange cup coral,Outside,TRUE,2015-07-15,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,TRUE,2015-07-15,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,7001,Diopatra ornata,ornate tube worm,Outside,TRUE,2015-07-15,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,TRUE,2015-07-15,600,1,0.16999999999999998,0.1291,0.0053
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,TRUE,2015-07-15,600,10,1.67,0.4185,0.0171
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,10001,Bryozoa,bryozoans (miscellaneous),Outside,TRUE,2015-07-15,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,TRUE,2015-07-15,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,11008,Pachythyone rubra,aggregated red sea cucumber,Outside,TRUE,2015-07-15,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,11010,Ophiothrix spiculata,spiny brittle star,Outside,TRUE,2015-07-15,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,12001,Tunicata,tunicates,Outside,TRUE,2015-07-15,600,2,0.33,0.181,0.0074
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Outside,TRUE,2015-07-15,600,5,0.83,0.2787,0.0114
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,15001,Bare Substrate,Bare Substrate,Outside,TRUE,2015-07-15,600,188,31.330000000000002,1.7704,0.0723
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,15002,Rock,Rock,Outside,TRUE,2015-07-15,600,527,87.83,1.627,0.0664
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,15003,Cobble,Cobble,Outside,TRUE,2015-07-15,600,30,5,1.0656,0.0435
16,SB,Santa Barbara Island,CAT,Cat Canyon,2015,15004,Sand,Sand,Outside,TRUE,2015-07-15,600,43,7.17,1.25,0.051
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,1001,Chlorophyta,green algae,Outside,TRUE,2016-05-24,600,2,0.33,0.181,0.0074
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,2001,Phaeophyta,brown algae (miscellaneous),Outside,TRUE,2016-05-24,600,214,35.67,2.4658,0.1007
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,2003,Desmarestia,acid weed,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,2007,Cystoseira,bladder chain kelp,Outside,TRUE,2016-05-24,600,7,1.17,0.4155,0.017
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,2010,Macrocystis pyrifera,"giant kelp, all",Outside,TRUE,2016-05-24,600,163,27.169999999999998,2.7989,0.1143
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,2012,Eisenia arborea,"Southern sea palm, all",Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,2013,Pterygophora californica,"California sea palm, all",Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,2014,Laminaria farlowii,"oar weed, all",Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,2017,Sargassum horneri,"Sargassum horneri, all",Outside,TRUE,2016-05-24,600,297,49.5,3.1752,0.1296
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,3001,Rhodophyta,red algae (miscellaneous),Outside,TRUE,2016-05-24,600,19,3.17,0.5964,0.0243
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,3002,articulated coralline algae,articulated coralline algae,Outside,TRUE,2016-05-24,600,220,36.67,2.6976,0.1101
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,3003,encrusting coralline algae,encrusting coralline algae,Outside,TRUE,2016-05-24,600,307,51.17,1.9318,0.0789
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,3004,Gelidium,agar weed,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,3005,Gigartina,sea tongue,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,5001,Porifera,sponges,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,6003,Corynactis californicus,club-tipped anemone,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,6004,Balanophyllia elegans,orange cup coral,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,7001,Diopatra ornata,ornate tube worm,Outside,TRUE,2016-05-24,600,1,0.16999999999999998,0.1291,0.0053
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,TRUE,2016-05-24,600,4,0.67,0.2515,0.0103
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,10001,Bryozoa,bryozoans (miscellaneous),Outside,TRUE,2016-05-24,600,106,17.669999999999998,1.577,0.0644
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,11008,Pachythyone rubra,aggregated red sea cucumber,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,11010,Ophiothrix spiculata,spiny brittle star,Outside,TRUE,2016-05-24,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,12001,Tunicata,tunicates,Outside,TRUE,2016-05-24,600,25,4.17,0.6455,0.0264
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Outside,TRUE,2016-05-24,600,14,2.33,0.4997,0.0204
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,15001,Bare Substrate,Bare Substrate,Outside,TRUE,2016-05-24,600,95,15.83,1.7004,0.0694
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,15002,Rock,Rock,Outside,TRUE,2016-05-24,600,539,89.83,1.8457,0.0754
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,15003,Cobble,Cobble,Outside,TRUE,2016-05-24,600,24,4,0.8868,0.0362
16,SB,Santa Barbara Island,CAT,Cat Canyon,2016,15004,Sand,Sand,Outside,TRUE,2016-05-24,600,37,6.17,1.5414,0.0629
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,1001,Chlorophyta,green algae,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,2001,Phaeophyta,brown algae (miscellaneous),Outside,TRUE,2017-05-25,600,49,8.17,1.2688,0.0518
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,2003,Desmarestia,acid weed,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,2007,Cystoseira,bladder chain kelp,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,2010,Macrocystis pyrifera,"giant kelp, all",Outside,TRUE,2017-05-25,600,152,25.330000000000002,2.5476,0.104
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,2012,Eisenia arborea,"Southern sea palm, all",Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,2013,Pterygophora californica,"California sea palm, all",Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,2014,Laminaria farlowii,"oar weed, all",Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,2017,Sargassum horneri,"Sargassum horneri, all",Outside,TRUE,2017-05-25,600,82,13.669999999999998,2.4562,0.1003
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,3001,Rhodophyta,red algae (miscellaneous),Outside,TRUE,2017-05-25,600,17,2.83,0.6662,0.0272
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,3002,articulated coralline algae,articulated coralline algae,Outside,TRUE,2017-05-25,600,145,24.169999999999998,2.3164,0.0946
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,3003,encrusting coralline algae,encrusting coralline algae,Outside,TRUE,2017-05-25,600,291,48.5,1.9207,0.0784
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,3004,Gelidium,agar weed,Outside,TRUE,2017-05-25,600,1,0.16999999999999998,0.1291,0.0053
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,3005,Gigartina,sea tongue,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,TRUE,2017-05-25,600,19,3.17,0.5964,0.0243
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,5001,Porifera,sponges,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,6003,Corynactis californicus,club-tipped anemone,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,6004,Balanophyllia elegans,orange cup coral,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,TRUE,2017-05-25,600,3,0.5,0.2198,0.009
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,7001,Diopatra ornata,ornate tube worm,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,TRUE,2017-05-25,600,115,19.17,1.73,0.0706
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,TRUE,2017-05-25,600,9,1.5,0.4444,0.0181
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,10001,Bryozoa,bryozoans (miscellaneous),Outside,TRUE,2017-05-25,600,49,8.17,0.7477,0.0305
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,11008,Pachythyone rubra,aggregated red sea cucumber,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,11010,Ophiothrix spiculata,spiny brittle star,Outside,TRUE,2017-05-25,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,12001,Tunicata,tunicates,Outside,TRUE,2017-05-25,600,40,6.67,1.3488,0.0551
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Outside,TRUE,2017-05-25,600,7,1.17,0.3724,0.0152
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,15001,Bare Substrate,Bare Substrate,Outside,TRUE,2017-05-25,600,41,6.83,0.9112,0.0372
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,15002,Rock,Rock,Outside,TRUE,2017-05-25,600,566,94.33,1.0146,0.0414
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,15003,Cobble,Cobble,Outside,TRUE,2017-05-25,600,22,3.6700000000000004,0.8823,0.036
16,SB,Santa Barbara Island,CAT,Cat Canyon,2017,15004,Sand,Sand,Outside,TRUE,2017-05-25,600,12,2,0.5764,0.0235
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,1001,Chlorophyta,green algae,Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,2001,Phaeophyta,brown algae (miscellaneous),Outside,TRUE,2018-06-21,600,183,30.5,2.2731,0.0928
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,2003,Desmarestia,acid weed,Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,2007,Cystoseira,bladder chain kelp,Outside,TRUE,2018-06-21,600,5,0.83,0.2787,0.0114
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,2010,Macrocystis pyrifera,"giant kelp, all",Outside,TRUE,2018-06-21,600,30,5,0.813,0.0332
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,2012,Eisenia arborea,"Southern sea palm, all",Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,2013,Pterygophora californica,"California sea palm, all",Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,2014,Laminaria farlowii,"oar weed, all",Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,2017,Sargassum horneri,"Sargassum horneri, all",Outside,TRUE,2018-06-21,600,14,2.33,0.5928,0.0242
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,3001,Rhodophyta,red algae (miscellaneous),Outside,TRUE,2018-06-21,600,27,4.5,0.8522,0.0348
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,3002,articulated coralline algae,articulated coralline algae,Outside,TRUE,2018-06-21,600,207,34.5,2.6065,0.1064
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,3003,encrusting coralline algae,encrusting coralline algae,Outside,TRUE,2018-06-21,600,280,46.67,2.2749,0.0929
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,3004,Gelidium,agar weed,Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,3005,Gigartina,sea tongue,Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,5001,Porifera,sponges,Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,6003,Corynactis californicus,club-tipped anemone,Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,6004,Balanophyllia elegans,orange cup coral,Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,TRUE,2018-06-21,600,3,0.5,0.2867,0.0117
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,7001,Diopatra ornata,ornate tube worm,Outside,TRUE,2018-06-21,600,1,0.16999999999999998,0.1291,0.0053
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,TRUE,2018-06-21,600,70,11.67,1.3921,0.0568
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,TRUE,2018-06-21,600,15,2.5,0.5084,0.0208
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,10001,Bryozoa,bryozoans (miscellaneous),Outside,TRUE,2018-06-21,600,111,18.5,1.7834,0.0728
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,11008,Pachythyone rubra,aggregated red sea cucumber,Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,11010,Ophiothrix spiculata,spiny brittle star,Outside,TRUE,2018-06-21,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,12001,Tunicata,tunicates,Outside,TRUE,2018-06-21,600,38,6.329999999999999,1.0246,0.0418
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Outside,TRUE,2018-06-21,600,18,3,0.5615,0.0229
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,15001,Bare Substrate,Bare Substrate,Outside,TRUE,2018-06-21,600,55,9.17,1.369,0.0559
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,15002,Rock,Rock,Outside,TRUE,2018-06-21,600,549,91.5,1.2188,0.0498
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,15003,Cobble,Cobble,Outside,TRUE,2018-06-21,600,31,5.17,0.8732,0.0356
16,SB,Santa Barbara Island,CAT,Cat Canyon,2018,15004,Sand,Sand,Outside,TRUE,2018-06-21,600,20,3.3300000000000005,0.7287,0.0297
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,1001,Chlorophyta,green algae,Outside,TRUE,2019-06-18,600,5,0.83,0.4235,0.0173
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,2001,Phaeophyta,brown algae (miscellaneous),Outside,TRUE,2019-06-18,600,527,87.83,1.3666,0.0558
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,2003,Desmarestia,acid weed,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,2007,Cystoseira,bladder chain kelp,Outside,TRUE,2019-06-18,600,5,0.83,0.334,0.0136
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,2010,Macrocystis pyrifera,"giant kelp, all",Outside,TRUE,2019-06-18,600,69,11.5,1.8487,0.0755
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,2012,Eisenia arborea,"Southern sea palm, all",Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,2013,Pterygophora californica,"California sea palm, all",Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,2014,Laminaria farlowii,"oar weed, all",Outside,TRUE,2019-06-18,600,1,0.16999999999999998,0.1291,0.0053
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,2017,Sargassum horneri,"Sargassum horneri, all",Outside,TRUE,2019-06-18,600,64,10.67,1.6351,0.0668
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,3001,Rhodophyta,red algae (miscellaneous),Outside,TRUE,2019-06-18,600,61,10.17,1.0969,0.0448
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,3002,articulated coralline algae,articulated coralline algae,Outside,TRUE,2019-06-18,600,380,63.33,2.1366,0.0872
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,3003,encrusting coralline algae,encrusting coralline algae,Outside,TRUE,2019-06-18,600,356,59.330000000000005,1.7258,0.0705
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,3004,Gelidium,agar weed,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,3005,Gigartina,sea tongue,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,5001,Porifera,sponges,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,6003,Corynactis californicus,club-tipped anemone,Outside,TRUE,2019-06-18,600,2,0.33,0.181,0.0074
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,6004,Balanophyllia elegans,orange cup coral,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,7001,Diopatra ornata,ornate tube worm,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,TRUE,2019-06-18,600,31,5.17,0.8535,0.0348
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,10001,Bryozoa,bryozoans (miscellaneous),Outside,TRUE,2019-06-18,600,15,2.5,0.5407,0.0221
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,11008,Pachythyone rubra,aggregated red sea cucumber,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,11010,Ophiothrix spiculata,spiny brittle star,Outside,TRUE,2019-06-18,600,0,0,0,0
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,12001,Tunicata,tunicates,Outside,TRUE,2019-06-18,600,3,0.5,0.2198,0.009
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,13002,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Miscellaneous Invertebrates excluding Ophiothrix spiculata,Outside,TRUE,2019-06-18,600,30,5,0.7011,0.0286
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,15001,Bare Substrate,Bare Substrate,Outside,TRUE,2019-06-18,600,72,12,1.6344,0.0667
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,15002,Rock,Rock,Outside,TRUE,2019-06-18,600,508,84.67,2.2734,0.0928
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,15003,Cobble,Cobble,Outside,TRUE,2019-06-18,600,35,5.83,1.3057,0.0533
16,SB,Santa Barbara Island,CAT,Cat Canyon,2019,15004,Sand,Sand,Outside,TRUE,2019-06-18,600,57,9.5,1.6817,0.0687
21,SM,San Miguel Island,MM,Miracle Mile,2003,1001,Chlorophyta,green algae,Outside,FALSE,2003-09-08,600,78,13,1.8893,0.0771
21,SM,San Miguel Island,MM,Miracle Mile,2003,2001,Phaeophyta,brown algae (miscellaneous),Outside,FALSE,2003-09-08,600,2,0.33,0.2582,0.0105
21,SM,San Miguel Island,MM,Miracle Mile,2003,2003,Desmarestia,acid weed,Outside,FALSE,2003-09-08,600,142,23.669999999999998,2.9913,0.1221
21,SM,San Miguel Island,MM,Miracle Mile,2003,2007,Cystoseira,bladder chain kelp,Outside,FALSE,2003-09-08,600,6,1,0.3542,0.0145
21,SM,San Miguel Island,MM,Miracle Mile,2003,2010,Macrocystis pyrifera,"giant kelp, all",Outside,FALSE,2003-09-08,600,151,25.169999999999998,3.218,0.1314
21,SM,San Miguel Island,MM,Miracle Mile,2003,2012,Eisenia arborea,"Southern sea palm, all",Outside,FALSE,2003-09-08,600,114,19,3.4577,0.1412
21,SM,San Miguel Island,MM,Miracle Mile,2003,2013,Pterygophora californica,"California sea palm, all",Outside,FALSE,2003-09-08,600,165,27.500000000000004,3.9214,0.1601
21,SM,San Miguel Island,MM,Miracle Mile,2003,2014,Laminaria farlowii,"oar weed, all",Outside,FALSE,2003-09-08,600,0,0,0,0
21,SM,San Miguel Island,MM,Miracle Mile,2003,3001,Rhodophyta,red algae (miscellaneous),Outside,FALSE,2003-09-08,600,225,37.5,2.9666,0.1211
21,SM,San Miguel Island,MM,Miracle Mile,2003,3002,articulated coralline algae,articulated coralline algae,Outside,FALSE,2003-09-08,600,139,23.169999999999998,2.7952,0.1141
21,SM,San Miguel Island,MM,Miracle Mile,2003,3003,encrusting coralline algae,encrusting coralline algae,Outside,FALSE,2003-09-08,600,311,51.83,2.7709,0.1131
21,SM,San Miguel Island,MM,Miracle Mile,2003,3004,Gelidium,agar weed,Outside,FALSE,2003-09-08,600,0,0,0,0
21,SM,San Miguel Island,MM,Miracle Mile,2003,3005,Gigartina,sea tongue,Outside,FALSE,2003-09-08,600,21,3.5000000000000004,0.7552,0.0308
21,SM,San Miguel Island,MM,Miracle Mile,2003,4001,Plantae,miscellaneous plants (ie: diatoms),Outside,FALSE,2003-09-08,600,0,0,0,0
21,SM,San Miguel Island,MM,Miracle Mile,2003,5001,Porifera,sponges,Outside,FALSE,2003-09-08,600,36,6,0.8675,0.0354
21,SM,San Miguel Island,MM,Miracle Mile,2003,6003,Corynactis californicus,club-tipped anemone,Outside,FALSE,2003-09-08,600,5,0.83,0.4235,0.0173
21,SM,San Miguel Island,MM,Miracle Mile,2003,6004,Balanophyllia elegans,orange cup coral,Outside,FALSE,2003-09-08,600,12,2,0.4434,0.0181
21,SM,San Miguel Island,MM,Miracle Mile,2003,6005,Astrangia lajollaensis,La Jolla cup coral,Outside,FALSE,2003-09-08,600,0,0,0,0
21,SM,San Miguel Island,MM,Miracle Mile,2003,7001,Diopatra ornata,ornate tube worm,Outside,FALSE,2003-09-08,600,2,0.33,0.181,0.0074
21,SM,San Miguel Island,MM,Miracle Mile,2003,7002,Phragmatopoma californica,colonial sand-tube worm,Outside,FALSE,2003-09-08,600,0,0,0,0
21,SM,San Miguel Island,MM,Miracle Mile,2003,9001,Serpulorbis squamigerus,scaled wormsnail,Outside,FALSE,2003-09-08,600,0,0,0,0
21,SM,San Miguel Island,MM,Miracle Mile,2003,10001,Bryozoa,bryozoans (miscellaneous),Outside,FALSE,2003-09-08,600,62,10.33,1.551,0.0633
21,SM,San Miguel Island,MM,Miracle Mile,2003,10002,Diaperoecia californica,Southern staghorn bryozoan,Outside,FALSE,2003-09-08,600,0,0,0,0
21,SM,San Miguel Island,MM,Miracle Mile,2003,11008,Pachythyone rubra,aggregated red sea cucumber,Outside,FALSE,2003-09-08,600,0,0,0,0
21,SM,San Miguel Island,MM,Miracle Mile,2003,11010,Ophiothrix spiculata,spiny brittle star,Outside,FALSE,2003-09-08,600,0,0,0,0
21,SM,San Miguel Island,MM,Miracle Mile,2003,12001,Tunicata,tunicates,Outside,FALSE,2003-09-08,600,66,11,1.5149,0.0618
