Indicator,Species,Kingdom,Phylum,Subphylum,Class,Order,Family,Genus,Species (Used by KFM),Status,Currently Accepted Name,Authority (Accepted),ScientificName,ScientificName_Short_Form,CommonName,Common_Name,CommonNameSimple,CommonName_Capitalized,AlternateTaxonName,SpeciesName,ID_Short,ID_Long,Abundance,Abundance_Long,Habitat_Broad,Habitat_Specific,Size_Range,Size_Range_Long,Geographic_Range,Life_Stage,Sex,Trophic_Complete,Trophic_Broad,Color,Classification,Class_Short,oneM_,fiveM_,bands_,rpc_,rdfc_,VFT_,Targeted_Broad,Commercial_Fishery,Recreational_Fishery,Bag_Limit,Legal_Size_cm,Fishery_Info_notes,Useful_Links
FALSE,16053,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Clinidae,Gibbonsia,Gibbonsia spp.,Accepted,Gibbonsia spp.,"Cooper, 1864",Gibbonsia,G. spp.,kelpfish,kelpfish,kelpfish,kelpfish,Gibbonsia spp.,kelpfish,NA,NA,Rare/uncommon,NA,"Benthic, water column",NA,NA,NA,NA,NA,NA,benthic micro-invertivore,Carnivore,goldenrod2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16054,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Clinidae,Gibbonsia,Gibbonsia montereyensis,Accepted,Gibbonsia montereyensis,"Hubbs, 1927",Gibbonsia montereyensis,G. montereyensis,kelpfish,kelpfish,kelpfish,kelpfish,Gibbonsia spp.,kelpfish,NA,NA,Rare/uncommon,NA,"Benthic, water column",NA,NA,NA,NA,NA,NA,benthic micro-invertivore,Carnivore,goldenrod2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16055,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,Hyperprosopon analis,Unaccepted,Hyperprosopon anale,"Agassiz, 1861",Hyperprosopon analis,H. analis,spotfin surfperch,spotfin_surfperch,spotfin surfperch,spotfin surfperch,Hyperprosopon analis,spotfin surfperch,Body silver with dusky on back; large black spots in dorsal and anal fins,NA,Uncommon,Uncommon,"Benthic, water column",NA,to 14 cm,to 14 cm,Baja to Oregon,NA,NA,benthic micro-invertivore,Carnivore,ivory3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16056,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,Hyperprosopon argenteum,Accepted,Hyperprosopon argenteum,"Gibbons, 1854",Hyperprosopon argenteum,H. argenteum,walleye surfperch,walleye_surfperch,walleye surfperch,walleye surfperch,Hyperprosopon argenteum,walleye surfperch,Large eyes on a deep compressed body with a black edged ventral fin. Occasionally displays dusky barring.,NA,Uncommon,Uncommon,"Benthic, water column",NA,to 25cm,to 25cm,Baja to BC,NA,NA,benthic micro-invertivore,Carnivore,lightgray,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16057,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Hypsurus,Hypsurus caryi,Accepted,Hypsurus caryi,"Agassiz, 1853",Hypsurus caryi,H. caryi,rainbow surfperch,rainbow_surfperch,rainbow surfperch,rainbow surfperch,Hypsurus caryi,rainbow surfperch,Red and blue stripes on sides; pelvic fins bright blue and red-orange. Stomach slight upcurve. Black spot in corner of mouth,NA,Common,Common,"Benthic, water column",NA,to 28 cm,to 28 cm,Baja to Mendocino,NA,NA,benthic micro-invertivore,Carnivore,tan1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16058,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos decagrammus,Accepted,Hexagrammos decagrammus,"Pallas, 1810",Hexagrammos decagrammus,H. decagrammus,kelp greenling,kelp_greenling,kelp greenling,kelp greenling,Hexagrammos decagrammus,kelp greenling,"Common in kelp bed areas, often taken in deeper water over sand. Female gray-brown with bright golden to light brown spots on body and head; male dark gray with bright blue spots on head and sides; inside of mouth yellowish in both sexes",NA,Common,Common,"Benthic, water column",NA,to 50 cm,to 50 cm,La Jolla to Alaska,NA,NA,benthic micro-invertivore,Carnivore,goldenrod4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,30.5,NA,NA
FALSE,16059,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Embiotocidae,Hyperprosopon,Hyperprosopon ellipticum,Accepted,Hyperprosopon ellipticum,"Gibbons, 1854",Hyperprosopon ellipticum,H. ellipticum,silver surfperch,silver_surfperch,silver surfperch,silver surfperch,Hyperprosopon ellipticum,silver surfperch,"Silver with duskyness on back, and dusky bars on sides; tail usually pink. Common. D VIII–X,25–29; A III,29–35; Pect. 26–28; LLs 59–67 + 4–6 on tail; GR 7–8 + 15–19; Vert. 32–35.",NA,Common,Common,"Benthic, water column",NA,to 25cm,to 25cm,Baja to Tofino,NA,NA,benthic micro-invertivore,Carnivore,lightyellow3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16060,Animalia,Chordata,Vertebrata,Elasmobranchii,Heterodontiformes,Heterodontidae,Heterodontus,Heterodontus francisci,Accepted,Heterodontus francisci,"Girard, 1855",Heterodontus francisci,H. francisci,horn shark,horn_shark,horn shark,horn shark,Heterodontus francisci,horn shark,"Gray with drak spotting, often cryptic or found laying on benthos. Spines at origin of both dorsal fins as well as raised orbital ridges. Anal fin present",NA,Common,Common,Benthic,NA,to 1.2 m,to 1.2 m,Gulf of CA to Monterey,NA,NA,benthic micro-invertivore,Carnivore,navajowhite3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16061,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Hexagrammos,Hexagrammos lagocephalus,Accepted,Hexagrammos lagocephalus,"Pallas, 1810",Hexagrammos lagocephalus,H. lagocephalus,rock greenling,rock_greenling,rock greenling,rock greenling,Hexagrammos lagocephalus,rock greenling,"Reddish-brown with darker mottling and often with large, bright red blotches on sides; inside of mouth bluish",NA,Uncommon,Uncommon,"Benthic, water column",NA,to 50 cm,to 50 cm,Pt Conception to Bering Sea,NA,NA,benthic micro-invertivore,Carnivore,orange2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16062,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Labridae,Halichoeres,Halichoeres semicinctus,Accepted,Halichoeres semicinctus,"Ayres, 1859",Halichoeres semicinctus,H. semicinctus,"rock wrasse, juvenile",rock_wrasse,rock wrasse,"rock wrasse, juvenile",Halichoeres semicinctus,"rock wrasse, juvenile",Green to blue-green cigar shaped body. Females have dark areas on scales. ,NA,Common,Common,"Benthic, water column",NA,to 10 cm,to 10 cm,NA,NA,NA,benthic micro-invertivore,Carnivore,darkorange1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16063,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Gobiidae,Lethops,Lethops connectens,Accepted,Lethops connectens,"Hubbs, 1926",Lethops connectens,L. connectens,"kelp goby, halfblind goby",kelp_goby_halfblind_goby,"kelp goby, halfblind goby","kelp goby, halfblind goby",Lethops connectens,"kelp goby, halfblind goby","uniform tan color, first dorsal fin with 6 spines, small space between dorsal fins, eyes present",NA,Uncommon,Uncommon,"Benthic, crpytic",NA,to 6 cm,to 6 cm,Baja to Carmel,NA,NA,benthic micro-invertivore,Carnivore,sienna,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16064,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Gobiidae,Lythrypnus,Lythrypnus zebra,Accepted,Lythrypnus zebra,"Gilbert, 1890",Lythrypnus zebra,L. zebra,zebra goby,zebra_goby,zebra goby,Zebra Goby,Lythrypnus zebra,zebra goby,,,Uncommon,Uncommon,"Benthic, crpytic",NA,to 6 cm,to 6 cm,,NA,NA,benthic micro-invertivore,Carnivore,sienna,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,11,No Limit,NA,NA
FALSE,16065,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Liparidae,Liparis,Liparis mucosus,Accepted,Liparis mucosus,"Ayres, 1855",Liparis mucosus,L. mucosus,slimy snailfish,slimy_snailfish,slimy snailfish,slimy snailfish,Liparis mucosus,slimy snailfish,"Uniform gray to brown, often with wavy lines on body. Uncommon. D 28–32; A 22–25; Pect. 27–32.",NA,Uncommon,Uncommon,"Benthic, crpytic",intertidal to 15m,to 8 cm,to 8 cm,"Playa Maria Bay, Baja to BC",NA,NA,benthic micro-invertivore,Carnivore,darkkhaki,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16066,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Chaenopsidae,Neoclinus,Neoclinus stephensae,Accepted,Neoclinus stephensae,"Hubbs, 1953",Neoclinus stephensae,N. stephensae,yellowfin fringehead,yellowfin_fringehead,yellowfin fringehead,yellowfin fringehead,Neoclinus stephensae,yellowfin fringehead,"Body dark gray, with purplish bars on sides; blue spots on belly. Uncommon. D XXV–XXVII,15–17; A II, 29–30; Pect. 15; LLs 19–20; GR 6–8 + 12–14 = 18–22.",NA,Uncommon,Uncommon,"Benthic, crpytic",NA,to 10 cm,to 10 cm,Pt Hipolito to Monterey,NA,NA,benthic micro-invertivore,Carnivore,darkorange2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16067,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Chaenopsidae,Neoclinus,Neoclinus uninotatus,Accepted,Neoclinus uninotatus,"Hubbs, 1953",Neoclinus uninotatus,N. uninotatus,onespot fringehead,onespot_fringehead,onespot fringehead,onespot fringehead,Neoclinus uninotatus,onespot fringehead,"Dark brown, with black speckling; one ocellus in dorsal fin. Uncommon. D XXIII–XXVII,14–17; A II,26–31; Pect. 14–16; LLs 17–26; GR 3–5 + 8–11 = 11–16; Vert. 47–48.",NA,Uncommon,Uncommon,"Benthic, crpytic",NA,to 22 cm,to 22 cm,SD Bay to Bodega Bay,NA,NA,benthic micro-invertivore,Carnivore,darkorange4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16068,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Chaenopsidae,Neoclinus,Neoclinus blanchardi,Accepted,Neoclinus blanchardi,"Girard, 1858",Neoclinus blanchardi,N. blanchardi,sarcastic fringehead,sarcastic_fringehead,sarcastic fringehead,Sarcastic Fringehead,Neoclinus blanchardi,sarcastic fringehead,NA,NA,Uncommon,Uncommon,"Benthic, crpytic",NA,to 30 cm,to 30 cm,Central Baja to San Francisco CA,NA,NA,benthic micro-invertivore,Carnivore,darkorange4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16069,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Chaenopsidae,Neoclinus,Neoclinus spp.,Accepted,Neoclinus spp.,"Hubbs, 1954",Neoclinus,Neoclinus spp.,fringehead spp.,fringehead_spp.,fringehead spp.,fringehead spp.,Neoclinus spp.,fringehead spp.,NA,NA,Uncommon,Uncommon,"Benthic, crpytic",NA,to 22 cm,to 22 cm,Pt Hipolito to Boega Bay,NA,NA,benthic micro-invertivore,Carnivore,darkorange3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16070,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Stichaeidae,Cebidichthys,Cebidichthys violaceus,Accepted,Cebidichthys violaceus,"Girard, 1854",Cebidichthys violaceus,C. violaceus,monkeyface prickleback,monkeyface_prickleback,monkeyface prickleback,monkeyface prickleback,Cebidichthys violaceus,monkeyface prickleback,NA,NA,Uncommon,Uncommon,"Benthic, crpytic",NA,to 22 cm,to 22 cm,Pt Hipolito to Boega Bay,NA,NA,benthic micro-invertivore,Carnivore,darkorange3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16071,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Pholidae,NA,Pholidae spp.,Accepted,Pholidae spp.,"Gill, 1893",Pholidae spp.,P. spp.,gunnels,gunnels,gunnels,gunnels,Pholidae spp.,gunnels,NA,NA,Uncommon,NA,"Benthic, crpytic",NA,NA,NA,NA,NA,NA,benthic micro-invertivore,Carnivore,darkseagreen2,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16072,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Bathymasteridae,Rathbunella,Rathbunella hypoplecta,Accepted,Rathbunella hypoplecta,"Gilbery, 1890",Rathbunella hypoplecta,R. hypoplecta,smooth ronquil,smooth_ronquil,smooth ronquil,smooth ronquil,Rathbunella hypoplecta,smooth ronquil,"Dark brown to purplish with lighter areas. D 46 (first 15 soft-rays are unbranched); A 33; Pect. 18; Pelvic I,5; LLp 82.",NA,Common,Common,"Benthic, crpytic",NA,to 20 cm,to 20 cm,Baja to Pacific Northwest,NA,NA,benthic micro-invertivore,Carnivore,orange4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16073,Animalia,Chordata,Vertebrata,Actinopterygii,Mugiliformes,Mugilidae,Mugil,Mugil cephalus,Accepted,Mugil cephalus,"Linnaeus, 1758",Mugil cephalus,M. cephalus,mullet,mullet,mullet,mullet,Mugil cephalus,mullet,"Silver, with black stripes.",NA,Common,Common,Water column,NA,to 1 m,to 1 m,Galapagos to Monterrey,NA,NA,detritivore,Herbivore,snow3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16074,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Kyphosidae,Girella,Girella nigricans,Accepted,Girella nigricans,"Ayres, 1860",Girella nigricans,G. nigricans,opaleye,opaleye,opaleye,opaleye,Girella nigricans,opaleye,Dark olive-green; usually with 2 light spots at base of dorsal fin; eye brilliant opal blue-green.,NA,Common,Common,"Benthic, water column",NA,to 63 cm,to 63 cm,Baja to SF,NA,NA,herbivore,Herbivore,goldenrod3,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16075,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Kyphosidae,Medialuna,Medialuna californiensis,Accepted,Medialuna californiensis,"Steindachner, 1876",Medialuna californiensis,M. californiensis,halfmoon,halfmoon,halfmoon,halfmoon,Medialuna californiensis,halfmoon,"halfmoon-shaped tail, Dark blue above, light blue below. Common. D IX–X,22–27; A III,17–21; LLs 58; GR 6–8 + 14–17; Vert. 25.",NA,Common,Common,"Benthic, water column",NA,to 40 cm,to 40 cm,Gulf of CA to Klamath River,NA,NA,herbivore,Herbivore,lightsteelblue4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16076,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Kyphosidae,Hermosilla,Hermosilla azurea,Accepted,Hermosilla azurea,"Jenkins & Evermann, 1889",Hermosilla azurea,H. azurea,zebra perch,zebra_perch,zebra perch,zebra perch,Hermosilla azurea,zebra perch,NA,NA,Common,Common,"Benthic, water column",NA,to 40 cm,to 40 cm,Gulf of CA to Klamath River,NA,NA,herbivore,Herbivore,lightsteelblue4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16077,Animalia,Chordata,Vertebrata,Elasmobranchii,Lamniformes,Alopiidae,Alopias,Alopias vulpinus,Accepted,Alopias vulpinus,"Bonnaterre, 1788",Alopias vulpinus,A. vulpinus,thresher shark,thresher_shark,thresher shark,thresher shark,Alopias vulpinus,thresher shark,Above average tail length,NA,Common,Common,"Water column, pelagic",NA,to 5.5 m,to 5.5 m,Baja to Strait of Juan de Fuca,NA,NA,piscivore,Piscivore,gray43,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,2,No Limit,NA,NA
FALSE,16078,Animalia,Chordata,Vertebrata,Actinopterygii,Plueronectiformes,Bothidae,NA,Bothidae spp.,Accepted,Bothidae spp.,"Smitt, 1892",Bothidae spp.,B. spp.,lefteyed flounders,lefteyed_flounders,lefteyed flounders,lefteyed flounders,Bothidae spp.,lefteyed flounders,NA,NA,NA,NA,Benthic,NA,NA,NA,NA,NA,NA,piscivore,Piscivore,coral4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,10,No Limit,NA,NA
FALSE,16079,Animalia,Chordata,Vertebrata,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,Galeorhinus galeus,Accepted,Galeorhinus galeus,"Linnaeus, 1758",Galeorhinus galeus,G. galeus,tope shark,tope_shark,tope shark,tope shark,Galeorhinus galeus,tope shark,"A slender, long-nosed houndshark with vestigial anterior nasal flaps, large horizontally oval eyes with internal nictitating lower eyelids, subocular ridges obsolete, an arched mouth, moderately long upper labial furrows that fall short of lower symphysis, bladelike compressed teeth with oblique cusps and distal cusplets in both jaws, second dorsal fin much smaller than first and about as large as anal fin, and an extremely long terminal caudal lobe about half the dorsal caudal margin.","Snout moderately long and parabolic in dorsoventral view, preoral length about equal to mouth width; eyes horizontally oval and lateral, subocular ridges obsolete; anterior nasal flaps vestigial, formed as small, low, angular points, well separated from each other and mouth; no nasoral grooves; internarial width over 2.5 times nostril width; mouth broadly arched and long; labial furrows moderately long, uppers ending well behind level of upper symphysis; teeth bladelike, compressed, and cuspidate, similar in upper and lower jaws, anteroposteriors with oblique cusps and cusplets; medial teeth well differentiated from anteroposteriors. First dorsal fin moderately large, base half length of dorsal caudal margin or less; its origin over or slightly behind pectoral free rear tips, its midbase slightly closer to pectoral bases than pelvics; second dorsal much smaller than first, less than half height of first; anal fin about as large as second dorsal; ventral caudal lobe strong in young and adults; terminal lobe of caudal fin long and about 2 times in dorsal caudal margin.",Rare,Rare,"Water column, pelagic",NA,to 2 m,to 2 m,circumglobal,NA,NA,piscivore,Piscivore,honeydew4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16080,Animalia,Chordata,Vertebrata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax mordax,Accepted,Gymnothorax mordax,"Ayres, 1859",Gymnothorax mordax,G. mordax,California moray,California_moray,California moray,California moray,Gymnothorax mordax,California moray,"dark brown to greenish, cryptic. Large teeth and protruding jaws",NA,Common,Common,"Benthic, cryptic",NA,to 1.5 m,to 1.5 m,Baja to Pt Conception,NA,NA,piscivore,Piscivore,olivedrab,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Non-targeted,Non-targeted,Non-targeted,10,No Limit,NA,NA
FALSE,16081,Animalia,Chordata,Vertebrata,Actinopterygii,Scorpaeniformes,Hexagrammidae,Ophiodon,Ophiodon elongatus,Accepted,Ophiodon elongatus,"Girard, 1854",Ophiodon elongatus,O. elongatus,lingcod,lingcod,lingcod,lingcod,Ophiodon elongatus,lingcod,"juveniles in shallow bays and on sand and mud bottoms from beach area to several hundred feet; adults range from surface to 1400 ft. Color varies from gray-brown to green and bluish, with darker spotting and mottling on upper parts. Common. D XXV–XXVIII,19–24; A III,21–24 (spines often embedded and not visible); LLp 154–180; GR 5–8 + 16–19 = 21–26; Vert. 56–58.",NA,Common,Common,Benthic,NA,to 1.1 m,to 1.1 m,Baja to Alaska,NA,NA,piscivore,Piscivore,lightslateblue,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,2,55.9,NA,NA
FALSE,16082,Animalia,Chordata,Vertebrata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Prionace,Prionace glauca,Accepted,Prionace glauca,"Linnaeus, 1758",Prionace glauca,P. glauca,blue shark,blue_shark,blue shark,blue shark,Prionace glauca,blue shark,"Dark blue above, white below. Epipelagic. Common",NA,Common,Common,"Water column, pelagic",NA,to 4 m  ,to 4 m  ,Chile to Alaska but not tropics,NA,NA,piscivore,Piscivore,dodgerblue1,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,2,No Limit,NA,NA
FALSE,16083,Animalia,Chordata,Vertebrata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena argentea,Accepted,Sphyraena argentea,"Girard, 1854",Sphyraena argentea,S. argentea,california barracuda,california_barracuda,california barracuda,california barracuda,Sphyraena argentea,california barracuda,"Dark brown above with bluish reflections, silvery below. Common south of Morro Bay. D V + I,8–10; A I + II,8–10; LLs 166; Vert. 24","Pacific Barracuda (Sphyraena argentea), also called California Barracuda (Barracuda), are a schooling, coastal pelagic species. They are in the Sphyraenidae family, which encompasses 21 different species of mostly tropical Barracuda. One other species of Barracuda, the Mexican Barracuda (Sphyraena ensis), has an overlapping range with the Pacific Barracuda, but they have only been seen in southern California during warm water events (Lea and Rosenblatt 2000). Barracuda are easily identified, as they are long and skinny with pointy teeth and silvery sides sometimes with dusky bars",Uncommon/common,"Although the population status of Barracuda is unknown, the continued lower landings in recent years despite warm water is of some concern and needs closer monitoring and further evaluation.","Water column, pelagic","coastal pelagic, schooling fish that can be found in the open water, as well as surrounding kelp beds and rocky reefs. Juvenile Barracuda inhabit coastal lagoons, bays and harbors.",to 122 cm,Barracuda reach a maximum size of about 48 inches (122 centimeters) in total length and 16 pounds (7.3 kilograms) in weight. Females are about 3% larger than the males.,"range from Cabo San Lucas, Mexico to Prince William Sound, Alaska, with the greatest abundance occurring in the southern portion of their range.",NA,NA,piscivore,Piscivore,snow4,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Targeted,No Limit,71.1,NA,https://marinespecies.wildlife.ca.gov/pacific-barracuda/the-species/#sec-1-3
FALSE,16084,Animalia,Chordata,Vertebrata,Elasmobranchii,Squatiniformes,Squatinidae,Squatina,Squatina californica,Accepted,Squatina californica,"Ayres, 1859",Squatina californica,S. californica,pacific angel shark,pacific_angel_shark,pacific angel shark,pacific angel shark,Squatina californica,pacific angel shark,"Gray to dusky above with dark spotting, white below","The Pacific Angel Shark (Squatina californica) is a relatively small, bottom-dwelling species. It is a chondrichthyan in the family Squatinidae, which consists of 11 species of shark found around the world in temperate and tropical waters (Bigelow and Schroeder 1948; Ellis 1975). Pacific Angel Sharks are ray-like, with a dorso-ventrally flattened body and broad pectoral and pelvic fins (Figure 1-1). They have a pair of cone-shaped barbels on their snout, eyes on the dorsal surface and two dorsal fins towards the back of their body (Pittenger 1984; Ebert 2003). Their mouths are at the tip of their snout with nine rows of teeth on their upper jaw and ten rows on their lower jaw. They are grey to dusky above with dark spotting and white below (Miller and Lea 1972).",Uncommon/common,"There are no known estimates of the absolute or relative abundance of Pacific Angel Shark in California. No fishery-independent datasets of abundance are collected for this species and no stock assessment is available as of 2018. Commercial landings of Pacific Angel Shark are low, with fewer than 500 sharks per year reported landed from 2004 to 2016, compared to a peak of 40,000 sharks recorded landed in 1985 (CDFW Marine Landings Database System (MLDS)). This decline in landings is tied to the concurrent drop in the number of commercial boats targeting them in southern California (from 238 in 1985 to 19 boats in 2017) (CDFW CFIS 2018). Landings by private boaters and Commercial Passenger Fishing Vessels (CPFV) don’t show any trend, and the landings remain low, with fewer than 30 Pacific Angel Sharks estimated to be retained in most years. Furthermore, since no commercial gill net fishing is allowed in their primary inshore sandy-bottom habitat and few are landed by recreational anglers, Pacific Angel Shark are largely protected from fishing pressure. Therefore, it is presumed that the population remains relatively stable in California.",Benthic,"Pacific Angel Shark are common on the continental shelf and littoral areas at depths of 15 to 40 meters (49 to 131 feet) but are found down to 215 meters (705 feet). They are usually partially buried on flat, sandy bottoms and sand channels between rocky reefs when resting. Pacific Angel Shark are bottom dwellers that typically live in muddy and sandy habitats on the continental shelf. Although, no studies to date have directly investigated changes in habitat use between life stages, juvenile Pacific Angel Shark as small as 76 cm (30 in) have been observed in the same habitat as adults (Pittenger 1984). They are common at depths of 15 to 40 m (49 to 131 ft) but have been observed as deep as 215 m (328 ft) (Pittenger 1984). They are found at the edges of rocky reefs and kelp forests, as well as shallow bays and estuaries (Feder et al. 1974). During the day these sharks are inactive, resting partially buried on sandy bottoms (Pittenger 1984). Most activity is observed at night when sharks may move long distances in depths of 27 to 100 m (89 to 328 ft) (Standora and Nelson 1977). Sharks at Catalina Island have been observed to switch from reef-edge to deeper, open-sand habitat in pursuit of prey during the winter months (Pittenger 1984).",to 152 cm,The largest individual Pacific Angel Shark recorded was 152 centimeters (5 feet) and 27 kilograms (60 pounds). Most Pacific Angel Sharks in the fishery range from 100 to 120 centimeters (39 to 47 inches) total length.,The population extends from southeastern Alaska to the Gulf of California. Within California Pacific Angel Shark are most common south of Point Conception,NA,NA,piscivore,Piscivore,gray72,Fish,F,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Targeted,Targeted,Non-targeted,10,No Limit,historically overfished,https://marinespecies.wildlife.ca.gov/pacific-angel-shark/
